Ticker,Company,Sector,Revenue_2022,Revenue_2021,Revenue_2020
EXRO.TO,Exro Technologies Inc.,Industrials,2.1854479999999998e-12,0.0,0.0
EXE.TO,Extendicare Inc.,Healthcare,1.221577e-09,1.166987e-09,1.1035440000000001e-09
ELEF.TO,Silver Elephant Mining Corp.,Basic Materials,0.0,0.0,0.0
EDT.TO,Spectral Medical Inc.,Healthcare,1.667e-12,1.996e-12,2.101e-12
FFH.TO,Fairfax Financial Holdings Limited,Financial Services,2.5815599999999996e-08,2.5801900000000003e-08,1.98605e-08
FIH-U.TO,Fairfax India Holdings Corporation,Financial Services,2.0996600000000002e-10,5.422630000000001e-10,-2.9202000000000004e-11
FANS.TO,FansUnite Entertainment Inc.,Consumer Cyclical,2.7300999999999998e-11,5.6029999999999995e-12,1.5580899999999999e-12
FDY.TO,Faraday Copper Corp.,Basic Materials,0.0,0.0,0.0
FDGE.TO,Farmers Edge Inc.,Technology,3.2771e-11,3.6172e-11,4.588e-11
FENC,Fennec Pharmaceuticals Inc.,Healthcare,1.5349999999999998e-12,0.0,1.7e-13
FSZ.TO,Fiera Capital Corporation,Financial Services,6.648920000000001e-10,7.378490000000001e-10,6.89475e-10
FIL.TO,Filo Corp.,Basic Materials,0.0,0.0,0.0
FTN.TO,Financial 15 Split Corp.,Financial Services,-2.5799479999999998e-12,1.1567335099999999e-10,-8.555306799999999e-11
FTT.TO,Finning International Inc.,Industrials,9.279000000000002e-09,7.294e-09,6.1960000000000005e-09
FTG.TO,Firan Technology Group Corporation,Industrials,8.962399999999999e-11,7.9365e-11,1.02435e-10
FC.TO,Firm Capital Mortgage Investment Corporation,Financial Services,4.3150276e-11,3.4210503000000003e-11,3.3639684000000005e-11
FR.TO,First Majestic Silver Corp.,Basic Materials,6.2685e-10,5.87225e-10,3.66676e-10
FF.TO,First Mining Gold Corp.,Basic Materials,0.0,0.0,0.0
FN.TO,First National Financial Corporation,Financial Services,5.256989999999999e-10,4.928070000000001e-10,4.59868e-10
FM.TO,First Quantum Minerals Ltd.,Basic Materials,7.626e-09,7.2119999999999995e-09,5.07e-09
FSV.TO,FirstService Corporation,Real Estate,3.745835e-09,3.249072e-09,2.772415e-09
FCU.TO,Fission Uranium Corp.,Energy,0.0,0.0,0.0
FLNT.TO,Flint Corp.,Energy,6.04673e-10,3.89402e-10,3.93121e-10
FLOW.TO,Flow Beverage Corp.,Consumer Defensive,4.6675139000000006e-11,4.7120185000000005e-11,4.2697547e-11
FAR.TO,Foraco International SA,Basic Materials,3.30555e-10,2.69689e-10,2.0712200000000002e-10
FOM.TO,Foran Mining Corporation,Basic Materials,0.0,0.0,0.0
FSY.TO,Forsys Metals Corp.,Basic Materials,0.0,0.0,0.0
FTS.TO,Fortis Inc.,Utilities,1.1043e-08,9.448e-09,8.935e-09
FVI.TO,Fortuna Silver Mines Inc.,Basic Materials,6.81491e-10,5.998529999999999e-10,2.7896600000000004e-10
FT.TO,Fortune Minerals Limited,Basic Materials,0.0,0.0,0.0
FORZ.TO,Forza Petroleum Limited,Energy,3.23769e-10,1.87796e-10,8.1956e-11
FNV.TO,Franco-Nevada Corporation,Basic Materials,1.3157e-09,1.2999999999999999e-09,1.0202e-09
FVL.TO,Freegold Ventures Limited,Basic Materials,0.0,0.0,0.0
FRU.TO,Freehold Royalties Ltd.,Energy,3.9302e-10,2.0899199999999999e-10,8.9958e-11
FEC.TO,Frontera Energy Corporation,Energy,1.3654670000000001e-09,9.266330000000001e-10,6.58194e-10
FURY.TO,Fury Gold Mines Limited,Basic Materials,0.0,0.0,0.0
FOOD.TO,Goodfood Market Corp.,Consumer Cyclical,1.68558e-10,2.68586e-10,3.79234e-10
FFN.TO,North American Financial 15 Split Corp.,Financial Services,-3.816254e-12,8.9902078e-11,-3.812389e-11
FTU.TO,US Financial 15 Split Corp,Financial Services,-3.16309e-13,4.6457220000000005e-12,-2.099818e-12
FORA.TO,VerticalScope Holdings Inc.,Communication Services,8.0488146e-11,6.5761629e-11,5.6923265e-11
GLXY.TO,Galaxy Digital Holdings Ltd.,Financial Services,0.0,0.0,0.0
GAU.TO,Galiano Gold Inc.,Basic Materials,0.0,0.0,0.0
GH.TO,Gamehost Inc.,Consumer Cyclical,6.97e-11,3.33e-11,3.46e-11
GAMGF,Gamelancer Media Corp.,Communication Services,3.5642109999999996e-12,1.86919e-13,0.0
GATO.TO,"Gatos Silver, Inc.",Basic Materials,0.0,0.0,0.0
GDI.TO,GDI Integrated Facility Services Inc.,Industrials,2.172e-09,1.597e-09,1.4116110000000002e-09
GXE.TO,Gear Energy Ltd.,Energy,1.87277e-10,1.29027e-10,6.505699999999999e-11
GDC.TO,Genesis Land Development Corp.,Real Estate,1.40357e-10,1.09761e-10,1.0393300000000001e-10
GEO.TO,Geodrill Limited,Basic Materials,1.38625412e-10,1.15214415e-10,8.2435561e-11
WN.TO,George Weston Limited,Consumer Defensive,5.7048e-08,5.3748e-08,5.327e-08
GFL.TO,GFL Environmental Inc.,Industrials,6.761300000000001e-09,5.136600000000001e-09,4.1962e-09
GEI.TO,Gibson Energy Inc.,Energy,1.1035411e-08,7.211148000000001e-09,4.938066e-09
GIL.TO,Gildan Activewear Inc.,Consumer Cyclical,3.2404819999999998e-09,2.92257e-09,1.981276e-09
GIVX.TO,Givex Corp.,Technology,7.2905e-11,5.520600000000001e-11,5.1525e-11
GVC.TO,Glacier Media Inc.,Communication Services,1.7601199999999999e-10,1.6456200000000002e-10,1.51304e-10
GLG.TO,GLG Life Tech Corporation,Consumer Defensive,1.0921991e-11,1.0876457e-11,1.5290203999999998e-11
GLO.TO,Global Atomic Corporation,Basic Materials,1.149494e-12,9.57723e-13,7.07552e-13
GDV.TO,Global Dividend Growth Split Corp.,Financial Services,-3.7462020999999996e-11,2.9086021999999998e-11,1.298034e-12
GEC.TO,Global Education Communities Corp.,Consumer Defensive,7.860299999999999e-11,7.323499999999999e-11,6.0869e-11
GMX.TO,Globex Mining Enterprises Inc.,Basic Materials,2.000452e-12,3.5273516e-11,7.398565e-12
GSY.TO,goeasy Ltd.,Financial Services,1.019336e-09,8.26722e-10,6.52922e-10
GGD.TO,GoGold Resources Inc.,Basic Materials,3.026e-11,3.6054e-11,5.3232000000000004e-11
GMTN.TO,Gold Mountain Mining Corp.,Basic Materials,1.0908467e-11,0.0,0.0
GRC.TO,Gold Springs Resource Corp.,Basic Materials,0.0,0.0,0.0
GGA.TO,Goldgroup Mining Inc.,Basic Materials,5.520000000000001e-13,1.8439e-11,1.9874e-11
GOLD.TO,GoldMining Inc.,Basic Materials,0.0,0.0,0.0
XAU.TO,Goldmoney Inc.,Financial Services,3.18718386e-10,3.5861269600000007e-10,6.62246931e-10
GDL.TO,Goodfellow Inc.,Basic Materials,6.311849999999999e-10,6.15946e-10,4.5410300000000004e-10
GTE.TO,Gran Tierra Energy Inc.,Energy,7.11388e-10,4.73722e-10,2.3783799999999996e-10
GWO.TO,Great-West Lifeco Inc.,Financial Services,4.4704e-08,6.444700000000001e-08,6.0599e-08
GFP.TO,GreenFirst Forest Products Inc.,Basic Materials,4.46259e-10,1.22607e-10,0.0
GRN.TO,Greenlane Renewables Inc.,Industrials,7.1241e-11,5.5351e-11,2.25e-11
GCG-A.TO,Guardian Capital Group Limited,Financial Services,1.922e-10,1.9021e-10,3.04737e-10
GDEP.TO,Guardian Directed Equity Path Portfolio,Exchange Traded Fund,,,
GDPY.TO,Guardian Directed Premium Yield Portfolio,Exchange Traded Fund,,,
GURU.TO,GURU Organic Energy Corp.,Consumer Defensive,2.928832e-11,2.9080953e-11,3.0190919e-11
GUD.TO,Knight Therapeutics Inc.,Healthcare,2.93563e-10,2.43478e-10,1.99519e-10
GRA.TO,NanoXplore Inc.,Basic Materials,1.22700485e-10,9.2333826e-11,6.665463400000001e-11
HAI.TO,Haivision Systems Inc.,Technology,1.39856595e-10,1.25696985e-10,9.2591393e-11
HMM-A.TO,Hammond Manufacturing Company Limited,Industrials,2.25922e-10,1.90128e-10,1.48223e-10
HPS-A.TO,Hammond Power Solutions Inc.,Industrials,5.584640000000001e-10,3.80202e-10,3.22097e-10
HWX.TO,Headwater Exploration Inc.,Energy,4.58379e-10,1.9094e-10,9.499e-12
HFPC-U.TO,Helios Fairfax Partners Corporation,Financial Services,-2.9188e-11,-1.2893e-11,-1.8307199999999999e-10
HBP.TO,Helix BioPharma Corp.,Healthcare,0.0,0.0,0.0
HRX.TO,Héroux-Devtek Inc.,Industrials,5.43622e-10,5.360869999999999e-10,5.706849999999999e-10
HWO.TO,High Arctic Energy Services Inc,Energy,8.002e-11,7.6442e-11,9.083400000000001e-11
HLF.TO,High Liner Foods Incorporated,Consumer Defensive,1.069714e-09,8.75405e-10,8.27453e-10
HLS.TO,HLS Therapeutics Inc.,Healthcare,6.1467e-11,6.0009e-11,5.6109e-11
HZM.TO,Horizonte Minerals Plc,Basic Materials,0.0,0.0,0.0
HBM.TO,Hudbay Minerals Inc.,Basic Materials,1.46144e-09,1.501998e-09,1.092418e-09
H.TO,Hydro One Limited,Utilities,7.78e-09,7.224999999999999e-09,7.2899999999999994e-09
ITE.TO,i3 Energy Plc,Energy,2.41972e-10,9.885700000000001e-11,1.3821000000000001e-11
IAG.TO,iA Financial Corporation Inc.,Financial Services,6.5459999999999995e-09,1.3398e-08,1.7685e-08
IMG.TO,IAMGOLD Corporation,Basic Materials,9.588e-10,8.755e-10,1.2417000000000002e-09
1547.HK,IBI Group Holdings Limited,Industrials,3.08517e-10,4.05878e-10,5.56702e-10
IFA.TO,iFabric Corp.,Consumer Cyclical,1.9743008e-11,1.9763671999999998e-11,1.1521675999999999e-11
IGM.TO,IGM Financial Inc.,Financial Services,3.4553580000000005e-09,3.587598e-09,3.150716e-09
ILLM.TO,illumin Holdings Inc.,Communication Services,1.21038735e-10,1.22026302e-10,1.04894048e-10
III.TO,Imperial Metals Corporation,Basic Materials,1.7279700000000001e-10,1.33591e-10,1.48097e-10
IMO.TO,Imperial Oil Limited,Energy,5.7234e-08,3.558e-08,2.0548e-08
IDG.TO,Indigo Books & Music Inc.,Consumer Cyclical,1.05774e-09,1.0622500000000001e-09,9.047380000000001e-10
ISV.TO,Information Services Corporation,Industrials,1.8989500000000002e-10,1.6937899999999998e-10,1.3672300000000002e-10
INE.TO,Innergex Renewable Energy Inc.,Utilities,8.70494e-10,7.472079999999999e-10,6.13207e-10
IPO.TO,InPlay Oil Corp.,Energy,2.3859e-10,1.13854e-10,4.193399999999999e-11
IFC.TO,Intact Financial Corporation,Financial Services,2.1151e-08,1.7577e-08,1.2462000000000001e-08
IGX.TO,IntelGenx Technologies Corp.,Healthcare,9.5e-13,1.5349999999999998e-12,1.5439999999999999e-12
IPCI.TO,Intellipharmaceutics International Inc.,Healthcare,6.5728e-14,0.0,1.401517e-12
IFP.TO,Interfor Corporation,Basic Materials,4.584045e-09,3.2891460000000003e-09,2.183609e-09
IMP.TO,Intermap Technologies Corporation,Technology,6.795e-12,5.799000000000001e-12,4.72e-12
IPCO.TO,International Petroleum Corporation,Energy,1.231242e-09,7.41034e-10,3.40841e-10
ITH.TO,International Tower Hill Mines Ltd.,Basic Materials,0.0,0.0,0.0
IVQ.TO,Invesque Inc.,Real Estate,1.98035e-10,1.9614700000000002e-10,2.17387e-10
IE.TO,Ivanhoe Electric Inc.,Basic Materials,8.439999999999999e-12,4.652000000000001e-12,4.633e-12
IVN.TO,Ivanhoe Mines Ltd.,Basic Materials,0.0,0.0,0.0
BND.TO,Purpose Global Bond Fund,Exchange Traded Fund,,,
JAG.TO,Jaguar Mining Inc.,Basic Materials,1.425e-10,1.5146700000000002e-10,1.6024700000000002e-10
JWEL.TO,Jamieson Wellness Inc.,Consumer Defensive,5.47369e-10,4.5103199999999996e-10,4.03661e-10
JOY.TO,Journey Energy Inc.,Energy,2.4695099999999997e-10,1.3441200000000002e-10,7.090699999999999e-11
KBL.TO,K-Bro Linen Inc.,Industrials,2.76623e-10,2.2399199999999999e-10,1.96591e-10
KNT.TO,K92 Mining Inc.,Basic Materials,1.8818600000000002e-10,1.54326e-10,1.59125e-10
KRN.TO,Karnalyte Resources Inc.,Basic Materials,0.0,0.0,0.0
KRR.TO,Karora Resources Inc.,Basic Materials,3.17042e-10,2.6418599999999996e-10,2.3913600000000003e-10
KLS.TO,Kelso Technologies Inc.,Industrials,1.0931188e-11,7.425707e-12,1.114913e-11
KEL.TO,Kelt Exploration Ltd.,Energy,6.133579999999999e-10,3.1676299999999997e-10,2.07156e-10
KEY.TO,Keyera Corp.,Energy,7.060223e-09,4.984906e-09,3.0125100000000004e-09
KXS.TO,Kinaxis Inc.,Technology,3.66889e-10,2.50726e-10,2.24189e-10
K.TO,Kinross Gold Corporation,Basic Materials,3.4551e-09,2.5996e-09,4.2134e-09
KITS.TO,Kits Eyecare Ltd.,Consumer Cyclical,9.1639e-11,8.240300000000001e-11,7.5217e-11
KEC.TO,Kiwetinohk Energy Corp.,Energy,7.684500000000001e-10,2.97185e-10,9.758e-12
KSI.TO,"kneat.com, inc.",Healthcare,2.3749201e-11,1.550135e-11,7.421917e-12
KEI.TO,Kolibri Global Energy Inc.,Energy,4.8375999999999997e-11,1.9128000000000002e-11,1.2251e-11
KPT.TO,KP Tissue Inc.,Consumer Defensive,0.0,0.0,0.0
LIF.TO,Labrador Iron Ore Royalty Corporation,Basic Materials,2.32322e-10,2.7946600000000004e-10,2.0192899999999999e-10
LAM.TO,Laramide Resources Ltd.,Energy,0.0,0.0,0.0
LGO.TO,Largo Inc.,Basic Materials,2.29251e-10,1.9828e-10,1.19987e-10
LAS-A.TO,Lassonde Industries Inc.,Consumer Defensive,2.150975e-09,1.8928620000000002e-09,1.980925e-09
LB.TO,Laurentian Bank of Canada,Financial Services,1.0255100000000001e-09,1.0342349999999998e-09,1.002457e-09
LNF.TO,Leon's Furniture Limited,Consumer Cyclical,2.5176590000000003e-09,2.51267e-09,2.22018e-09
LGD.TO,Liberty Gold Corp.,Basic Materials,0.0,0.0,0.0
LBS.TO,Life & Banc Split Corp.,Financial Services,-4.428201e-11,1.5762023400000001e-10,-1.3722858000000001e-11
LSPK.TO,LifeSpeak Inc.,Technology,4.7370102e-11,2.3266666000000002e-11,1.0083769999999999e-11
LSPD.TO,Lightspeed Commerce Inc.,Technology,7.305060000000001e-10,5.48372e-10,2.21728e-10
LNR.TO,Linamar Corporation,Consumer Cyclical,7.917911e-09,6.536574e-09,5.815573e-09
LEV.TO,The Lion Electric Company,Industrials,1.3991447e-10,5.7710204e-11,2.3422623e-11
LAAC.TO,Lithium Americas (Argentina) Corp.,Basic Materials,0.0,0.0,0.0
LAC.TO,Lithium Americas Corp.,Basic Materials,0.0,0.0,0.0
LIRC.TO,Lithium Royalty Corp.,Basic Materials,1.6838010000000001e-12,1.803175e-12,1.123276e-12
L.TO,Loblaw Companies Limited,Consumer Defensive,5.6504e-08,5.317e-08,5.2714e-08
LN.TO,Loncor Gold Inc.,Basic Materials,0.0,0.0,0.0
LPEN.TO,Loop Energy Inc.,Industrials,3.3279999999999996e-12,1.4239999999999998e-12,5.46e-13
LUC.TO,Lucara Diamond Corp.,Basic Materials,2.12934e-10,2.30078e-10,1.25263e-10
LUG.TO,Lundin Gold Inc.,Basic Materials,8.15666e-10,7.333289999999999e-10,3.58156e-10
LUN.TO,Lundin Mining Corporation,Basic Materials,3.041228e-09,3.328765e-09,2.0415060000000003e-09
LABS.TO,MediPharm Labs Corp.,Healthcare,2.2117e-11,2.1711e-11,3.6012e-11
XMF-A.TO,M Split Corp.,Financial Services,1.281407e-12,8.10408e-13,-2.601821e-12
MKZ-UN.TO,Mackenzie Master Limited Partnership,Financial Services,8.11657e-13,9.41827e-13,9.19455e-13
MPC-C.TO,Madison Pacific Properties Inc.,Real Estate,4.0467e-11,3.739e-11,3.2791e-11
MAG.TO,MAG Silver Corp.,Basic Materials,0.0,0.0,0.0
MAL.TO,Magellan Aerospace Corporation,Industrials,7.645800000000001e-10,6.883579999999999e-10,7.44414e-10
MG.TO,Magna International Inc.,Consumer Cyclical,3.784e-08,3.6242e-08,3.2647e-08
MEQ.TO,Mainstreet Equity Corp.,Real Estate,2.1002799999999998e-10,1.80573e-10,1.5992500000000002e-10
MDI.TO,Major Drilling Group International Inc.,Basic Materials,7.35742e-10,6.50415e-10,4.3207600000000004e-10
MND.TO,Mandalay Resources Corporation,Basic Materials,1.91699e-10,2.29396e-10,1.7897399999999999e-10
MFC.TO,Manulife Financial Corporation,Financial Services,1.5284e-08,5.9841e-08,7.712099999999999e-08
MFI.TO,Maple Leaf Foods Inc.,Consumer Defensive,4.739063e-09,4.521082e-09,4.303721999999999e-09
MARI.TO,Marimaca Copper Corp.,Basic Materials,0.0,0.0,0.0
MRE.TO,Martinrea International Inc.,Consumer Cyclical,4.7575880000000005e-09,3.783953e-09,3.375286e-09
MATR.TO,Mattr Corp.,Energy,1.255289e-09,1.1429999999999999e-09,1.178482e-09
MXG.TO,Maxim Power Corp.,Utilities,1.41263e-10,1.56014e-10,4.6726e-11
MKP.TO,MCAN Mortgage Corporation,Financial Services,8.843300000000001e-11,9.6495e-11,7.038800000000001e-11
MCB.TO,McCoy Global Inc.,Energy,5.2428e-11,3.2796000000000004e-11,3.8674e-11
MUX.TO,McEwen Mining Inc.,Basic Materials,1.1041699999999999e-10,1.36541e-10,1.04789e-10
MDF.TO,mdf commerce inc.,Technology,1.2829499999999997e-10,1.08259e-10,8.4719e-11
MDP.TO,Medexus Pharmaceuticals Inc.,Healthcare,1.08096e-10,7.6701e-11,7.965999999999999e-11
MVP.TO,MediaValet Inc.,Technology,1.2840709999999999e-11,9.340503999999999e-12,7.471903000000001e-12
MDNA.TO,Medicenna Therapeutics Corp.,Healthcare,0.0,0.0,0.0
MEG.TO,MEG Energy Corp.,Energy,6.342999999999999e-09,4.397e-09,2.3010000000000002e-09
MGA.TO,Mega Uranium Ltd.,Energy,0.0,0.0,0.0
MRD.TO,Melcor Developments Ltd.,Real Estate,2.41747e-10,3.1562799999999996e-10,2.2681800000000003e-10
MNO.TO,Meridian Mining UK Societas,Basic Materials,0.0,0.0,2.41019e-13
MX.TO,Methanex Corporation,Basic Materials,4.311188000000001e-09,4.414559e-09,2.6499630000000004e-09
MRU.TO,Metro Inc.,Consumer Defensive,2.07246e-08,1.88889e-08,1.8283e-08
MBX.TO,Microbix Biosystems Inc.,Healthcare,1.6514776e-11,1.9076241000000002e-11,1.859296e-11
MSV.TO,Minco Silver Corporation,Basic Materials,0.0,0.0,0.0
MSA.TO,Mineros S.A.,Basic Materials,5.290009999999999e-10,4.96247e-10,4.85301e-10
MOGO.TO,Mogo Inc.,Technology,6.8949e-11,5.7518999999999997e-11,4.4245e-11
TPX-B.TO,Molson Coors Canada Inc.,Consumer Defensive,1.0701000000000001e-08,1.02797e-08,9.654e-09
MRC.TO,Morguard Corporation,Real Estate,1.1200250000000002e-09,1.02191e-09,1.02845e-09
MPVD.TO,Mountain Province Diamonds Inc.,Basic Materials,3.88853e-10,3.08723e-10,2.2699299999999998e-10
MTY.TO,MTY Food Group Inc.,Consumer Cyclical,7.16522e-10,5.519030000000001e-10,5.111170000000001e-10
MTL.TO,Mullen Group Ltd.,Industrials,1.999453e-09,1.477434e-09,1.164331e-09
MIC-PA.TO,Sagen MI Canada Inc.,Financial Services,1.0651720000000002e-09,9.73804e-10,8.673e-10
NANO.TO,Nano One Materials Corp.,Basic Materials,0.0,0.0,0.0
NBLY.TO,Neighbourly Pharmacy Inc.,Healthcare,7.491489999999999e-10,4.27509e-10,3.0649400000000003e-10
NEO.TO,Neo Performance Materials Inc.,Basic Materials,6.402979999999999e-10,5.392509999999999e-10,3.46692e-10
NCU.TO,Nevada Copper Corp.,Basic Materials,9.086e-12,1.114e-11,0.0
NGD.TO,New Gold Inc.,Basic Materials,6.043999999999999e-10,7.455e-10,6.434000000000001e-10
NUAG.TO,New Pacific Metals Corp.,Basic Materials,0.0,0.0,0.0
NEM,Newmont Corporation,Basic Materials,1.1915e-08,1.2222e-08,1.1497e-08
NXE.TO,NexGen Energy Ltd.,Energy,0.0,0.0,0.0
NEXT.TO,NextSource Materials Inc.,Basic Materials,0.0,0.0,0.0
NXR-UN.TO,Nexus Industrial REIT,Real Estate,1.37121e-10,8.3559e-11,6.1386e-11
NFI.TO,NFI Group Inc.,Consumer Cyclical,2.053933e-09,2.343794e-09,2.419175e-09
NCP.TO,Nickel Creek Platinum Corp.,Basic Materials,0.0,0.0,0.0
NHK.TO,Nighthawk Gold Corp.,Basic Materials,0.0,0.0,0.0
NB.TO,NioCorp Developments Ltd.,Basic Materials,0.0,0.0,0.0
NOA.TO,North American Construction Group Ltd.,Energy,7.69539e-10,6.54143e-10,4.98468e-10
NWC.TO,The North West Company Inc.,Consumer Defensive,2.35276e-09,2.248796e-09,2.359239e-09
NCF.TO,Northcliff Resources Ltd.,Basic Materials,0.0,0.0,0.0
NDM.TO,Northern Dynasty Minerals Ltd.,Basic Materials,0.0,0.0,0.0
NPI.TO,Northland Power Inc.,Utilities,2.448815e-09,2.093255e-09,2.0606269999999996e-09
NOVC.TO,Nova Cannabis Inc.,Healthcare,2.2641999999999998e-10,1.3436400000000002e-10,6.3314e-11
NG.TO,NovaGold Resources Inc.,Basic Materials,0.0,0.0,0.0
NUMI.TO,Numinus Wellness Inc.,Healthcare,2.3180499e-11,6.494074000000001e-12,1.51367e-12
NTR.TO,Nutrien Ltd.,Basic Materials,3.7884000000000004e-08,2.7712e-08,2.0908e-08
NVEI.TO,Nuvei Corporation,Technology,8.43323e-10,7.245259999999999e-10,3.76226e-10
NVA.TO,NuVista Energy Ltd.,Energy,1.7459749999999999e-09,8.8529e-10,4.24637e-10
SFD.TO,NXT Energy Solutions Inc.,Energy,0.0,3.1342500000000003e-12,1.3656599999999998e-13
NPK.TO,Verde AgriTech Limited,Basic Materials,8.0271e-11,2.7708999999999998e-11,9.167000000000001e-12
OBE.TO,Obsidian Energy Ltd.,Energy,9.2e-10,4.975e-10,2.8650000000000004e-10
OGC.TO,OceanaGold Corporation,Basic Materials,9.847000000000001e-10,7.5e-10,5.001000000000001e-10
OLY.TO,Olympia Financial Group Inc.,Financial Services,7.138188599999999e-11,4.8353534000000004e-11,4.8040802e-11
ONC.TO,Oncolytics Biotech Inc.,Healthcare,0.0,0.0,0.0
ONEX.TO,Onex Corporation,Financial Services,4.37e-10,2.0309999999999997e-09,1.138e-09
OTEX.TO,Open Text Corporation,Technology,4.4849799999999995e-09,3.493844e-09,3.386115e-09
OPT.TO,Optiva Inc.,Technology,6.177900000000001e-11,6.523600000000002e-11,7.5915504e-11
OGD.TO,Orbit Garant Drilling Inc.,Basic Materials,2.00976e-10,1.9547300000000002e-10,1.63294e-10
OREA.TO,Orea Mining Corp.,Basic Materials,0.0,0.0,0.0
ORE.TO,Orezone Gold Corporation,Basic Materials,4.3431156e-11,0.0,0.0
OGI.TO,Organigram Holdings Inc.,Healthcare,1.45809e-10,7.9163e-11,8.6795e-11
OLA.TO,Orla Mining Ltd.,Basic Materials,1.9323e-10,4.124e-12,0.0
ORV.TO,Orvana Minerals Corp.,Basic Materials,9.912200000000001e-11,9.4668e-11,1.05513e-10
OR.TO,Osisko Gold Royalties Ltd,Basic Materials,2.1780899999999999e-10,2.24877e-10,2.1363e-10
OSK.TO,Osisko Mining Inc.,Basic Materials,0.0,0.0,0.0
OVV.TO,Ovintiv Inc.,Energy,1.2464e-08,8.658e-09,6.087e-09
PAAS.TO,Pan American Silver Corp.,Basic Materials,1.4947180000000002e-09,1.6327500000000002e-09,1.338812e-09
POU.TO,Paramount Resources Ltd.,Energy,2.5244e-09,1.4590999999999999e-09,6.26e-10
PXT.TO,Parex Resources Inc.,Energy,1.643589e-09,1.057184e-09,5.875200000000001e-10
PLC.TO,Park Lawn Corporation,Consumer Cyclical,3.2102111800000003e-10,2.89117444e-10,2.4865776216318e-10
PKI.TO,Parkland Corporation,Energy,3.5462000000000003e-08,2.1468e-08,1.4010999999999999e-08
PVS-PG.TO,Partners Value Split Corp.,Financial Services,,,
PSI.TO,Pason Systems Inc.,Energy,3.3499799999999996e-10,2.06686e-10,1.5663599999999998e-10
PAY.TO,Payfare Inc.,Technology,1.29927592e-10,4.1966577e-11,1.3449513e-11
PPL.TO,Pembina Pipeline Corporation,Energy,1.1611e-08,8.626999999999998e-09,5.953e-09
PPTA,Perpetua Resources Corp.,Basic Materials,0.0,0.0,0.0
PMT.TO,Perpetual Energy Inc.,Energy,1.09687e-10,6.1199e-11,3.0171e-11
PRU.TO,Perseus Mining Limited,Basic Materials,1.4264200000000001e-09,1.125547e-09,6.79731e-10
PET.TO,Pet Valu Holdings Ltd.,Consumer Cyclical,9.51697e-10,7.76013e-10,6.484589999999999e-10
TAL.TO,PetroTal Corp.,Energy,3.5282799999999994e-10,1.5918899999999999e-10,6.174e-11
PRQ.TO,Petrus Resources Ltd.,Energy,1.5235e-10,8.126799999999999e-11,5.0368000000000005e-11
PEY.TO,Peyto Exploration & Development Corp.,Energy,1.632061e-09,9.11981e-10,3.9999000000000003e-10
PHX.TO,PHX Energy Services Corp.,Energy,5.357448789999999e-10,3.3994606700000004e-10,2.4640198999999997e-10
PEA.TO,Pieridae Energy Limited,Energy,4.8783e-10,3.3465499999999997e-10,2.38079e-10
PCON.TO,PIMCO Managed Conservative Bond Pool,Exchange Traded Fund,,,
PCOR.TO,PIMCO Managed Core Bond Pool,Exchange Traded Fund,,,
PNE.TO,Pine Cliff Energy Ltd.,Energy,3.0998799999999996e-10,1.67715e-10,1.0732099999999999e-10
PNP.TO,Pinetree Capital Ltd.,Financial Services,2.082e-12,2.281e-12,1.7030000000000001e-12
PZA.TO,Pizza Pizza Royalty Corp.,Consumer Cyclical,3.6427000000000004e-11,3.1918999999999996e-11,3.1789000000000005e-11
PTM.TO,Platinum Group Metals Ltd.,Basic Materials,0.0,0.0,0.0
PLZ-UN.TO,Plaza Retail REIT,Real Estate,1.1124500000000001e-10,1.10632e-10,1.06898e-10
PIF.TO,Polaris Renewable Energy Inc.,Utilities,6.260000000000001e-11,5.9517e-11,7.472e-11
PBL.TO,Pollard Banknote Limited,Consumer Cyclical,4.82278e-10,4.59014e-10,4.1413400000000003e-10
PNC-B.TO,Postmedia Network Canada Corp.,Communication Services,4.4849900000000005e-10,4.58224e-10,4.42343e-10
POW.TO,Power Corporation of Canada,Financial Services,4.8737e-08,6.9591e-08,6.4616e-08
PWF-PT.TO,Power Financial Corporation,Financial Services,,,
PPR.TO,Prairie Provident Resources Inc.,Energy,1.20598e-10,8.4423e-11,5.172e-11
PSK.TO,PrairieSky Royalty Ltd.,Energy,6.432999999999999e-10,3.08e-10,1.7140000000000002e-10
PD.TO,Precision Drilling Corporation,Energy,1.617194e-09,9.868469999999998e-10,9.35753e-10
PBH.TO,Premium Brands Holdings Corporation,Consumer Defensive,6.0298e-09,4.9316999999999994e-09,4.0689e-09
PIC-A.TO,Premium Income Corporation,Financial Services,0.0,0.0,0.0
PDV.TO,Prime Dividend Corp.,Financial Services,-4.71122e-13,3.528587e-12,-6.57674e-13
PRYM.TO,Prime Mining Corp.,Basic Materials,0.0,0.0,0.0
PRMW.TO,Primo Water Corporation,Consumer Defensive,2.2151e-09,2.0733000000000003e-09,1.9535e-09
PRB.TO,Probe Gold Inc.,Basic Materials,0.0,0.0,0.0
PRN.TO,Profound Medical Corp.,Healthcare,6.681e-12,6.873e-12,7.304e-12
PRL.TO,Propel Holdings Inc.,Financial Services,2.1656633599999999e-10,1.23126925e-10,6.9073558e-11
PSD.TO,Pulse Seismic Inc.,Energy,9.57e-12,4.914999999999999e-11,1.1349000000000001e-11
PYR.TO,PyroGenesis Canada Inc.,Industrials,1.9013503e-11,3.106835e-11,1.7775029000000002e-11
